OrderID,OrderDate,CustomerID,CustomerName,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMode
ORD0000051,2024-09-15 16:23:48,CUST0783,Ishaan Bose,South,Shoes,Sneakers,1,1776.31,1776.31,UPI
ORD0000052,2024-06-22 20:18:36,CUST0375,Karan Mehta,East,Clothing,Hoodie,1,1454.65,1454.65,UPI
ORD0000053,2024-12-31 12:07:32,CUST0486,Rhea Khan,South,Clothing,Hoodie,2,1337.01,2674.02,UPI
ORD0000054,2024-07-20 22:26:45,CUST0758,Siddharth Patel,West,Clothing,Hoodie,1,1646.63,1646.63,Credit Card
ORD0000055,2024-06-02 17:17:25,CUST0018,Maya Patel,South,Shoes,Boots,2,3586.86,7173.72,Credit Card
ORD0000056,2024-12-18 22:54:38,CUST0028,Ishaan Khan,East,Clothing,Skirt,1,758.32,758.32,Credit Card
ORD0000057,2024-01-27 21:14:43,CUST0492,Nisha Agarwal,North,Shoes,Boots,1,3129.27,3129.27,UPI
ORD0000058,2024-12-24 04:00:04,CUST0196,Vivaan Verma,North,Clothing,Denim Jeans,1,1265.08,1265.08,Credit Card
ORD0000059,2024-11-09 17:10:14,CUST0754,Sana Patel,East,Shoes,Formal Shoes,3,2850.13,8550.39,UPI
ORD0000060,2024-07-11 11:25:24,CUST0178,Rhea Iyer,South,Clothing,Hoodie,1,1433.47,1433.47,Credit Card
ORD0000061,2024-11-25 09:37:30,CUST0625,Ishaan Khan,South,Accessories,Wrist Watch,1,2542.55,2542.55,Cash
ORD0000062,2024-06-01 10:31:20,CUST0722,Karan Verma,North,Shoes,Sandals,1,893.55,893.55,Cash
ORD0000063,2024-05-20 10:28:41,CUST0125,Aarav Verma,South,Clothing,Summer Dress,2,1313.52,2627.04,Wallet
ORD0000064,2024-05-28 01:31:53,CUST0295,Asha Shetty,West,Clothing,Summer Dress,1,1255.1,1255.1,UPI
ORD0000065,2024-10-02 09:52:17,CUST0576,Maya Malhotra,East,Clothing,Hoodie,1,1607.33,1607.33,UPI
ORD0000066,2024-09-28 08:12:59,CUST0654,Maya Saxena,North,Clothing,Casual Shirt,1,851.1,851.1,Credit Card
ORD0000067,2024-01-03 20:02:15,CUST0162,Rhea Shetty,South,Accessories,Cap,1,396.3,396.3,Cash
ORD0000068,2024-06-13 10:23:29,CUST0662,Rhea Malhotra,North,Shoes,Formal Shoes,1,2828.52,2828.52,Cash
ORD0000069,2024-03-30 15:12:53,CUST0181,Nisha Joshi,West,Clothing,Summer Dress,1,1302.58,1302.58,Credit Card
ORD0000070,2024-05-28 01:21:50,CUST0010,Asha Nair,North,Shoes,Sandals,3,840.9,2522.7,Credit Card
ORD0000071,2024-09-09 04:53:09,CUST0517,Kriti Bose,South,Clothing,Plain T-Shirt,1,473.65,473.65,Credit Card
ORD0000072,2024-04-05 00:30:46,CUST0755,Sana Bhardwaj,South,Clothing,Skirt,1,752.95,752.95,Wallet
ORD0000073,2024-07-26 15:34:19,CUST0528,Nisha Nair,South,Clothing,Plain T-Shirt,1,451.81,451.81,UPI
ORD0000074,2024-05-07 00:14:55,CUST0268,Priya Nair,South,Clothing,Casual Shirt,1,907.83,907.83,Credit Card
ORD0000075,2024-01-06 09:31:22,CUST0670,Rhea Bose,South,Clothing,Skirt,1,618.94,618.94,UPI
ORD0000076,2024-09-14 11:19:20,CUST0707,Vivaan Rao,North,Accessories,Wrist Watch,1,2399.7,2399.7,Cash
ORD0000077,2024-09-01 05:34:38,CUST0466,Karan Chopra,East,Shoes,Boots,2,3710.98,7421.96,Credit Card
ORD0000078,2024-12-06 07:57:07,CUST0781,Parth Verma,North,Shoes,Sneakers,1,2014.3,2014.3,UPI
ORD0000079,2024-10-15 04:05:07,CUST0064,Ananya Nair,West,Accessories,Sunglasses,1,1225.15,1225.15,UPI
ORD0000080,2024-09-23 16:05:12,CUST0120,Aditya Singh,East,Shoes,Boots,1,3069.61,3069.61,Wallet
ORD0000081,2024-08-20 04:48:14,CUST0526,Maya Nair,South,Clothing,Hoodie,2,1482.08,2964.16,Credit Card
ORD0000082,2024-07-21 09:15:52,CUST0004,Aarav Nair,East,Clothing,Plain T-Shirt,1,487.58,487.58,Credit Card
ORD0000083,2024-01-31 02:30:46,CUST0484,Karan Nair,North,Clothing,Denim Jeans,3,1402.59,4207.77,Credit Card
ORD0000084,2024-08-03 13:38:01,CUST0392,Aarav Iyer,South,Accessories,Cap,1,384.11,384.11,Credit Card
ORD0000085,2024-10-03 04:50:31,CUST0670,Rhea Bose,West,Clothing,Hoodie,1,1450.91,1450.91,Cash
ORD0000086,2024-01-02 00:49:39,CUST0306,Neha Kapoor,South,Shoes,Boots,2,3532.52,7065.04,UPI
ORD0000087,2024-06-26 05:38:52,CUST0283,Siddharth Joshi,North,Accessories,Leather Belt,1,600.91,600.91,Credit Card
ORD0000088,2024-01-09 08:45:44,CUST0212,Siddharth Sharma,North,Clothing,Summer Dress,1,1234.17,1234.17,UPI
ORD0000089,2024-01-23 14:38:45,CUST0450,Maya Saxena,North,Clothing,Plain T-Shirt,3,445.13,1335.39,UPI
ORD0000090,2024-10-21 11:36:39,CUST0592,Kriti Chopra,East,Shoes,Sandals,2,828.04,1656.08,Cash
ORD0000091,2024-09-23 08:02:52,CUST0424,Ananya Khan,North,Clothing,Hoodie,2,1669.76,3339.52,Credit Card
ORD0000092,2024-08-06 20:14:16,CUST0508,Aditya Bose,North,Clothing,Skirt,2,734.93,1469.86,UPI
ORD0000093,2024-08-01 14:51:51,CUST0153,Rhea Shetty,North,Clothing,Hoodie,2,1487.09,2974.18,UPI
ORD0000094,2024-12-28 05:15:20,CUST0475,Sana Das,West,Clothing,Summer Dress,1,1219.61,1219.61,UPI
ORD0000095,2024-04-14 12:01:28,CUST0663,Aarav Patel,North,Clothing,Casual Shirt,1,701.31,701.31,UPI
ORD0000096,2024-05-17 13:43:56,CUST0690,Aarav Joshi,East,Clothing,Plain T-Shirt,1,452.32,452.32,Credit Card
ORD0000097,2024-10-13 07:54:04,CUST0491,Ananya Malhotra,North,Accessories,Wrist Watch,1,2841.63,2841.63,Cash
ORD0000098,2024-03-01 17:26:13,CUST0249,Aditya Iyer,East,Shoes,Boots,1,3934.76,3934.76,Credit Card
ORD0000099,2024-07-13 16:58:32,CUST0547,Kavya Mehta,East,Clothing,Casual Shirt,1,802.07,802.07,UPI
ORD0000100,2024-08-28 11:39:33,CUST0209,Siddharth Iyer,South,Clothing,Hoodie,1,1662.73,1662.73,UPI
ORD0000101,2024-10-10 21:15:50,CUST0594,Siddharth Agarwal,East,Clothing,Denim Jeans,1,1232.7,1232.7,Wallet
ORD0000102,2024-09-12 20:02:53,CUST0671,Ananya Das,West,Clothing,Summer Dress,1,1366.8,1366.8,UPI
ORD0000103,2024-03-27 12:49:20,CUST0174,Kavya Joshi,North,Clothing,Denim Jeans,1,1461.47,1461.47,Credit Card
ORD0000104,2024-01-31 19:04:34,CUST0035,Vivaan Iyer,West,Clothing,Skirt,1,604.32,604.32,UPI
ORD0000105,2024-11-18 08:25:34,CUST0070,Asha Joshi,East,Clothing,Hoodie,1,1479.22,1479.22,Credit Card
ORD0000106,2024-11-11 17:35:34,CUST0676,Vivaan Singh,South,Clothing,Hoodie,1,1459.13,1459.13,Credit Card
ORD0000107,2024-10-01 10:26:16,CUST0018,Maya Patel,South,Shoes,Boots,2,3820.38,7640.76,UPI
ORD0000108,2024-02-19 19:05:32,CUST0153,Rhea Shetty,North,Shoes,Sandals,1,984.01,984.01,UPI
ORD0000109,2024-07-10 14:46:58,CUST0471,Tara Bhardwaj,South,Accessories,Sunglasses,2,1127.05,2254.1,UPI
ORD0000110,2024-11-28 01:09:12,CUST0096,Siddharth Khan,South,Clothing,Summer Dress,1,1039.33,1039.33,UPI
ORD0000111,2024-09-12 15:47:53,CUST0661,Aditya Bhardwaj,East,Clothing,Plain T-Shirt,2,558.1,1116.2,UPI
ORD0000112,2024-12-20 20:38:09,CUST0487,Siddharth Patel,North,Accessories,Wrist Watch,1,2798.36,2798.36,UPI
ORD0000113,2024-06-10 00:34:12,CUST0213,Ishaan Chopra,East,Shoes,Boots,1,3949.19,3949.19,Credit Card
ORD0000114,2024-10-17 14:10:07,CUST0694,Parth Sharma,West,Clothing,Skirt,3,623.5,1870.5,Credit Card
ORD0000115,2024-09-13 12:35:32,CUST0055,Vivaan Mehta,North,Clothing,Plain T-Shirt,1,475.14,475.14,Cash
ORD0000116,2024-07-22 11:52:58,CUST0031,Siddharth Patel,East,Shoes,Boots,1,3489.14,3489.14,Cash
ORD0000117,2024-08-09 06:45:45,CUST0697,Ananya Rao,East,Clothing,Hoodie,1,1406.98,1406.98,UPI
ORD0000118,2024-05-17 05:36:54,CUST0390,Kriti Bhardwaj,East,Shoes,Boots,1,3306.57,3306.57,UPI
ORD0000119,2024-06-06 16:11:32,CUST0369,Ishaan Khan,East,Clothing,Plain T-Shirt,1,452.2,452.2,Credit Card
ORD0000120,2024-07-27 03:45:38,CUST0027,Vivaan Shetty,North,Clothing,Hoodie,1,1543.09,1543.09,UPI
ORD0000121,2024-05-29 15:03:58,CUST0398,Priya Nair,East,Shoes,Formal Shoes,1,2859.43,2859.43,UPI
ORD0000122,2024-03-12 09:47:27,CUST0309,Tara Shetty,North,Clothing,Denim Jeans,1,1273.54,1273.54,UPI
ORD0000123,2024-02-09 13:08:53,CUST0258,Siddharth Agarwal,West,Shoes,Boots,1,3597.47,3597.47,UPI
ORD0000124,2024-06-04 00:14:47,CUST0406,Nisha Patel,South,Shoes,Sandals,1,882.88,882.88,Wallet
ORD0000125,2024-11-29 21:38:28,CUST0140,Priya Bose,North,Shoes,Formal Shoes,1,2781.37,2781.37,UPI
ORD0000126,2024-06-12 10:36:40,CUST0753,Neha Khan,East,Clothing,Hoodie,1,1625.8,1625.8,UPI
ORD0000127,2024-07-20 13:17:23,CUST0117,Maya Patel,West,Clothing,Hoodie,1,1355.06,1355.06,UPI
ORD0000128,2024-08-24 07:37:59,CUST0449,Priya Malhotra,West,Shoes,Sneakers,2,2190.28,4380.56,UPI
ORD0000129,2024-09-12 05:04:02,CUST0649,Asha Verma,North,Clothing,Denim Jeans,2,1382.88,2765.76,UPI
ORD0000130,2024-11-02 17:26:54,CUST0597,Rhea Mehta,South,Clothing,Skirt,1,681.87,681.87,Cash
ORD0000131,2024-12-25 19:32:53,CUST0609,Rhea Patel,East,Clothing,Denim Jeans,1,1360.42,1360.42,Credit Card
ORD0000132,2024-01-23 20:30:22,CUST0661,Aditya Bhardwaj,East,Clothing,Casual Shirt,1,910.63,910.63,UPI
ORD0000133,2024-05-12 08:04:58,CUST0523,Nisha Joshi,East,Clothing,Skirt,1,714.78,714.78,UPI
ORD0000134,2024-12-13 21:25:47,CUST0708,Maya Shetty,South,Clothing,Plain T-Shirt,1,496.42,496.42,Cash
ORD0000135,2024-02-13 04:13:33,CUST0748,Rhea Shetty,North,Clothing,Summer Dress,1,1301.25,1301.25,UPI
ORD0000136,2024-02-19 15:57:11,CUST0740,Kriti Chopra,East,Clothing,Casual Shirt,1,689.86,689.86,UPI
ORD0000137,2024-06-24 23:35:30,CUST0112,Aarav Malhotra,East,Clothing,Skirt,1,645.3,645.3,UPI
ORD0000138,2024-10-13 15:31:25,CUST0474,Priya Iyer,North,Clothing,Denim Jeans,1,1176.78,1176.78,UPI
ORD0000139,2024-11-10 07:11:03,CUST0461,Nisha Das,East,Clothing,Skirt,1,639.19,639.19,Credit Card
ORD0000140,2024-02-02 21:01:14,CUST0105,Siddharth Joshi,West,Clothing,Casual Shirt,1,757.29,757.29,UPI
ORD0000141,2024-09-07 19:12:48,CUST0655,Kavya Khan,North,Clothing,Summer Dress,1,1230.3,1230.3,Wallet
ORD0000142,2024-11-12 06:16:53,CUST0690,Aarav Joshi,East,Clothing,Hoodie,1,1539.55,1539.55,UPI
ORD0000143,2024-05-02 11:07:06,CUST0120,Aditya Singh,North,Shoes,Boots,1,3413.18,3413.18,UPI
ORD0000144,2024-04-05 17:43:08,CUST0651,Rhea Patel,South,Accessories,Sunglasses,1,1218.75,1218.75,UPI
ORD0000145,2024-06-10 16:25:13,CUST0635,Asha Das,North,Clothing,Plain T-Shirt,1,496.7,496.7,UPI
ORD0000146,2024-10-14 18:24:08,CUST0669,Aarav Bose,South,Shoes,Boots,1,3719.59,3719.59,UPI
ORD0000147,2024-10-16 01:07:24,CUST0780,Aditya Shetty,North,Clothing,Denim Jeans,1,1313.66,1313.66,UPI
ORD0000148,2024-09-10 20:00:53,CUST0524,Maya Saxena,North,Clothing,Hoodie,1,1644.38,1644.38,Wallet
ORD0000149,2024-01-22 16:04:10,CUST0560,Kriti Das,North,Clothing,Skirt,1,768.22,768.22,UPI
ORD0000150,2024-01-17 16:22:27,CUST0270,Aditya Singh,South,Shoes,Boots,1,3882.45,3882.45,Wallet
ORD0000151,2024-04-17 21:24:20,CUST0706,Maya Gupta,South,Shoes,Boots,1,3148.38,3148.38,UPI
ORD0000152,2024-04-15 02:09:40,CUST0584,Aditya Khan,South,Clothing,Hoodie,3,1349.87,4049.61,UPI
ORD0000153,2024-10-20 09:44:01,CUST0527,Tara Bose,West,Shoes,Sneakers,1,1780.46,1780.46,UPI
ORD0000154,2024-01-31 10:05:49,CUST0672,Kavya Agarwal,North,Accessories,Sunglasses,1,1071.75,1071.75,UPI
ORD0000155,2024-12-12 14:17:52,CUST0502,Kriti Shetty,North,Shoes,Boots,1,3367.97,3367.97,Credit Card
ORD0000156,2024-02-17 14:40:02,CUST0528,Nisha Nair,East,Shoes,Sandals,1,886.78,886.78,Credit Card
ORD0000157,2024-02-17 16:41:29,CUST0651,Rhea Patel,East,Clothing,Plain T-Shirt,1,543.26,543.26,Cash
ORD0000158,2024-04-18 18:00:43,CUST0275,Rhea Nair,South,Clothing,Hoodie,1,1534.05,1534.05,UPI
ORD0000159,2024-06-24 01:45:45,CUST0048,Nisha Chopra,North,Shoes,Boots,2,2991.24,5982.48,UPI
ORD0000160,2024-08-21 00:01:28,CUST0439,Kavya Khan,North,Shoes,Formal Shoes,1,3119.89,3119.89,Wallet
ORD0000161,2024-05-20 03:23:54,CUST0671,Ananya Das,South,Clothing,Skirt,1,783.68,783.68,UPI
ORD0000162,2024-06-05 08:31:29,CUST0440,Priya Gupta,East,Shoes,Sneakers,1,1827.14,1827.14,Credit Card
ORD0000163,2024-09-22 16:12:15,CUST0010,Asha Nair,North,Clothing,Plain T-Shirt,1,572.08,572.08,UPI
ORD0000164,2024-02-06 08:20:08,CUST0393,Karan Mehta,North,Shoes,Sneakers,2,1887.07,3774.14,UPI
ORD0000165,2024-03-09 23:21:32,CUST0694,Parth Sharma,North,Clothing,Plain T-Shirt,1,515.51,515.51,UPI
ORD0000166,2024-04-19 22:52:03,CUST0767,Maya Singh,North,Clothing,Skirt,1,686.92,686.92,Wallet
ORD0000167,2024-03-12 04:29:02,CUST0604,Siddharth Nair,East,Clothing,Summer Dress,1,1132.28,1132.28,UPI
ORD0000168,2024-02-13 09:02:07,CUST0567,Siddharth Saxena,East,Shoes,Sandals,1,974.24,974.24,Wallet
ORD0000169,2024-12-03 10:58:57,CUST0211,Karan Mehta,South,Clothing,Skirt,1,676.3,676.3,Credit Card
ORD0000170,2024-05-02 18:01:05,CUST0396,Parth Singh,North,Clothing,Hoodie,2,1306.08,2612.16,UPI
ORD0000171,2024-07-03 11:31:20,CUST0136,Nisha Singh,South,Shoes,Boots,1,3357.72,3357.72,Credit Card
ORD0000172,2024-02-07 00:36:27,CUST0602,Karan Agarwal,North,Clothing,Plain T-Shirt,2,562.26,1124.52,UPI
ORD0000173,2024-05-26 22:53:08,CUST0730,Nisha Malhotra,South,Clothing,Skirt,1,678.51,678.51,Credit Card
ORD0000174,2024-03-19 10:06:08,CUST0086,Kavya Singh,North,Clothing,Denim Jeans,1,1483.84,1483.84,UPI
ORD0000175,2024-10-27 23:05:38,CUST0782,Aditya Shetty,West,Shoes,Sneakers,1,1885.16,1885.16,Cash
ORD0000176,2024-05-02 02:06:29,CUST0251,Neha Khan,North,Clothing,Summer Dress,1,1239.39,1239.39,Credit Card
ORD0000177,2024-12-02 06:23:42,CUST0123,Siddharth Khan,North,Clothing,Plain T-Shirt,2,448.68,897.36,Credit Card
ORD0000178,2024-05-12 06:04:44,CUST0381,Parth Bose,North,Shoes,Sandals,1,961.82,961.82,Wallet
ORD0000179,2024-06-20 15:37:52,CUST0279,Ananya Bhardwaj,South,Clothing,Hoodie,1,1556.35,1556.35,Credit Card
ORD0000180,2024-01-29 18:11:24,CUST0581,Neha Joshi,North,Clothing,Plain T-Shirt,1,558.02,558.02,UPI
ORD0000181,2024-09-17 00:05:36,CUST0046,Ishaan Shetty,West,Clothing,Plain T-Shirt,1,494.77,494.77,UPI
ORD0000182,2024-01-19 20:07:45,CUST0732,Tara Nair,East,Clothing,Casual Shirt,2,738.66,1477.32,UPI
ORD0000183,2024-02-09 20:48:32,CUST0382,Vivaan Kapoor,North,Shoes,Sneakers,2,1806.7,3613.4,Cash
ORD0000184,2024-07-24 02:30:34,CUST0477,Aditya Verma,West,Shoes,Sandals,1,852.42,852.42,UPI
ORD0000185,2024-04-12 10:36:59,CUST0578,Kavya Nair,East,Shoes,Formal Shoes,1,2768.71,2768.71,UPI
ORD0000186,2024-04-10 19:53:58,CUST0779,Sana Chopra,West,Clothing,Summer Dress,1,1027.75,1027.75,Credit Card
ORD0000187,2024-12-21 00:20:57,CUST0344,Rhea Das,North,Shoes,Sandals,1,792.19,792.19,UPI
ORD0000188,2024-09-08 02:10:50,CUST0146,Neha Khan,East,Clothing,Denim Jeans,1,1453.82,1453.82,Credit Card
ORD0000189,2024-07-09 16:41:31,CUST0766,Rhea Bose,North,Clothing,Denim Jeans,1,1352.47,1352.47,Credit Card
ORD0000190,2024-02-01 15:50:14,CUST0679,Parth Bose,West,Clothing,Casual Shirt,2,883.11,1766.22,UPI
ORD0000191,2024-06-16 11:34:48,CUST0464,Neha Bose,North,Clothing,Denim Jeans,1,1157.19,1157.19,UPI
ORD0000192,2024-02-24 05:59:04,CUST0461,Nisha Das,South,Clothing,Hoodie,1,1435.27,1435.27,UPI
ORD0000193,2024-08-25 09:38:55,CUST0123,Siddharth Khan,North,Shoes,Sandals,1,987.03,987.03,UPI
ORD0000194,2024-06-16 05:24:01,CUST0094,Sana Kapoor,East,Accessories,Cap,1,400.61,400.61,UPI
ORD0000195,2024-03-30 01:07:53,CUST0415,Rhea Saxena,West,Clothing,Hoodie,1,1386.51,1386.51,Wallet
ORD0000196,2024-03-12 04:25:19,CUST0013,Aditya Shetty,North,Shoes,Formal Shoes,2,2488.91,4977.82,UPI
ORD0000197,2024-11-18 23:28:20,CUST0087,Nisha Nair,East,Clothing,Plain T-Shirt,1,427.41,427.41,Wallet
ORD0000198,2024-08-15 04:41:20,CUST0095,Aarav Mehta,West,Shoes,Sandals,2,797.2,1594.4,UPI
ORD0000199,2024-10-20 15:46:14,CUST0742,Aarav Chopra,South,Clothing,Skirt,1,683.62,683.62,Wallet
ORD0000200,2024-05-20 10:11:21,CUST0457,Sana Kapoor,West,Clothing,Hoodie,1,1551.6,1551.6,UPI
ORD0000201,2024-10-08 17:26:27,CUST0063,Aditya Bhardwaj,North,Clothing,Summer Dress,2,1090.89,2181.78,Credit Card
ORD0000202,2024-11-18 19:47:38,CUST0020,Aarav Das,West,Shoes,Sandals,2,893.52,1787.04,UPI
ORD0000203,2024-10-16 18:17:29,CUST0330,Aditya Joshi,South,Clothing,Casual Shirt,1,822.28,822.28,Wallet
ORD0000204,2024-05-23 02:07:59,CUST0484,Karan Nair,South,Shoes,Formal Shoes,1,3197.0,3197.0,Credit Card
ORD0000205,2024-05-16 19:25:51,CUST0755,Sana Bhardwaj,North,Accessories,Sunglasses,3,1226.23,3678.69,UPI
ORD0000206,2024-03-29 06:24:41,CUST0243,Tara Nair,East,Shoes,Sandals,1,1010.65,1010.65,Credit Card
ORD0000207,2024-10-17 20:31:13,CUST0146,Neha Khan,South,Clothing,Summer Dress,1,1214.15,1214.15,UPI
ORD0000208,2024-01-29 08:28:10,CUST0617,Vivaan Verma,North,Clothing,Plain T-Shirt,1,473.81,473.81,Wallet
ORD0000209,2024-06-23 06:27:40,CUST0332,Rhea Saxena,North,Clothing,Skirt,1,786.49,786.49,Wallet
ORD0000210,2024-07-05 02:38:26,CUST0383,Ananya Rao,East,Shoes,Sneakers,1,1900.99,1900.99,Cash
ORD0000211,2024-08-11 23:16:29,CUST0499,Maya Bhardwaj,East,Clothing,Hoodie,2,1586.04,3172.08,Credit Card
ORD0000212,2024-04-24 21:26:34,CUST0180,Ananya Bhardwaj,South,Shoes,Sandals,1,798.5,798.5,Cash
ORD0000213,2024-10-20 14:15:27,CUST0790,Siddharth Kapoor,West,Clothing,Hoodie,2,1417.25,2834.5,Credit Card
ORD0000214,2024-11-23 20:35:27,CUST0107,Parth Singh,West,Clothing,Skirt,1,610.47,610.47,UPI
ORD0000215,2024-11-21 03:13:49,CUST0726,Karan Iyer,East,Shoes,Sandals,1,884.61,884.61,UPI
ORD0000216,2024-02-04 12:45:38,CUST0263,Tara Mehta,East,Shoes,Sneakers,1,1930.6,1930.6,Cash
